Product Id,Product Type,Product Name,Product Gender Target,Product Category,Product Season,Product Condition,Sold,In Stock,Brand Id,Brand Name,Product Material,Product Colour,Price Usd,Warehouse name,Country
P00534,Shoes,Product 534,Male,men shoes,Spring,Never Worn with Tag,False,True,B1,Brand B,Wool,Blue,1152.66,Paris,France
P00535,Accessories,Product 535,Male,women accessories,Spring,Never Worn,True,False,B3,Brand D,Denim,Yellow,1890.88,London,UK
P00536,Accessories,Product 536,Unisex,men shoes,Winter,Very Good,True,False,B2,Brand A,Silk,Green,1852.64,London,UK
P00537,Shoes,Product 537,Female,women shoes,Winter,Fair,True,True,B1,Brand C,Wool,White,1077.8,Tokyo,Japan
P00538,Accessories,Product 538,Male,women accessories,Autumn,Good,True,False,B1,Brand B,Wool,Green,302.23,Milan,Italy
P00539,Clothing,Product 539,Male,men clothing,Summer,Fair,True,True,B2,Brand E,Denim,Red,1544.11,Milan,Italy
P00540,Clothing,Product 540,Female,women shoes,Spring,Never Worn with Tag,True,True,B3,Brand E,Leather,Pink,766.43,London,
P00541,Shoes,Product 541,Male,men accessories,Winter,Never Worn with Tag,True,False,B2,Brand B,Wool,Red,1810.24,Tokyo,Japan
P00542,Clothing,Product 542,Unisex,women shoes,Summer,Very Good,False,True,B2,Brand D,Silk,Yellow,117.48,Paris,France
P00543,Clothing,Product 543,Female,women clothing,Summer,Fair,False,True,B5,Brand E,Denim,Pink,925.06,Berlin,
P00544,Clothing,Product 544,Female,men shoes,Summer,Never Worn,False,False,B1,Brand D,Cotton,White,1818.1,New York,USA
P00545,Accessories,Product 545,Female,men accessories,Winter,Fair,False,False,B4,Brand B,Polyester,Black,1348.32,Paris,France
P00546,Clothing,Product 546,Male,men clothing,Winter,Fair,True,True,B1,Brand E,Cotton,Red,881.62,Berlin,Germany
P00547,Accessories,Product 547,Male,men accessories,Autumn,Fair,True,False,B5,Brand B,Leather,Black,1813.9,Tokyo,Japan
P00548,Clothing,Product 548,Female,,Winter,Fair,True,True,B2,Brand D,Cotton,Black,1410.42,London,UK
P00549,Shoes,Product 549,Male,men accessories,Autumn,Fair,False,False,B5,Brand A,Wool,Green,1999.35,Paris,
P00550,Clothing,Product 550,Unisex,men accessories,Spring,Very Good,False,False,B4,Brand D,Leather,Pink,1303.01,Berlin,Germany
P00551,Shoes,Product 551,Female,women shoes,Winter,Never Worn with Tag,False,False,B5,Brand A,Denim,Blue,1578.66,New York,USA
P00552,Shoes,Product 552,Female,men accessories,Autumn,Very Good,False,False,B1,Brand D,Denim,Blue,1559.47,Paris,France
P00553,Clothing,Product 553,Female,,Spring,Good,False,False,B4,Brand D,Wool,Red,945.49,New York,USA
P00554,Shoes,Product 554,Female,men shoes,Summer,Fair,True,True,B1,Brand E,Leather,White,1966.26,Milan,Italy
P00555,Shoes,Product 555,Unisex,men accessories,Spring,Never Worn with Tag,False,False,B4,Brand E,Polyester,Black,1857.2,New York,USA
P00556,Accessories,Product 556,Unisex,men accessories,Spring,Fair,False,True,B4,Brand C,Cotton,Green,862.26,Milan,Italy
P00557,Clothing,Product 557,Male,men accessories,Spring,Very Good,True,False,B1,Brand D,Denim,Blue,1888.61,Berlin,Germany
P00558,Accessories,Product 558,Female,women shoes,Autumn,Never Worn,False,False,B5,Brand D,Cotton,Blue,280.54,Tokyo,Japan
P00559,Accessories,Product 559,Unisex,women accessories,Spring,Good,True,True,B2,Brand E,Silk,Green,160.64,London,UK
P00560,Accessories,Product 560,Female,women shoes,Summer,Good,False,False,B1,Brand E,Wool,Yellow,937.91,Paris,France
P00561,Shoes,Product 561,Unisex,men accessories,Autumn,Fair,False,False,B1,Brand D,Cotton,Pink,857.07,New York,USA
P00562,Shoes,Product 562,Unisex,women shoes,Spring,Never Worn with Tag,False,True,B5,Brand A,Silk,White,1837.96,Berlin,Germany
P00563,Accessories,Product 563,Male,women clothing,Summer,Never Worn with Tag,True,True,B2,Brand B,Cotton,Green,1931.37,Paris,
P00564,Accessories,Product 564,Male,women clothing,Spring,Fair,False,False,B2,Brand E,Silk,Pink,132.73,Tokyo,Japan
P00565,Accessories,Product 565,Unisex,women clothing,Autumn,Very Good,False,True,B1,Brand D,Polyester,,1402.52,Milan,Italy
P00566,Accessories,Product 566,Male,men accessories,Winter,Very Good,False,False,B3,Brand B,Cotton,White,207.65,London,UK
P00567,Accessories,Product 567,Unisex,men accessories,Winter,Good,False,False,B4,Brand B,Wool,Pink,425.42,New York,USA
P00568,Accessories,Product 568,Male,women accessories,Winter,Fair,False,True,B5,Brand A,Cotton,Yellow,1142.67,Berlin,Germany
P00569,Accessories,Product 569,Male,women shoes,Spring,Never Worn,False,False,B2,Brand D,Cotton,White,1692.12,Berlin,Germany
P00570,Accessories,Product 570,Female,women accessories,Summer,Fair,False,False,B5,Brand A,Leather,Blue,1905.52,Milan,Italy
P00571,Shoes,Product 571,Unisex,men shoes,Winter,Good,False,False,B1,Brand C,Cotton,,1808.58,Tokyo,
P00572,Shoes,Product 572,Male,women shoes,Winter,Fair,True,False,B5,Brand E,Polyester,Red,63.75,Tokyo,
P00573,Clothing,Product 573,Unisex,women shoes,Spring,Never Worn with Tag,True,False,B5,Brand A,Polyester,Pink,365.61,New York,USA
P00574,Accessories,Product 574,Female,women clothing,Autumn,Good,True,False,B1,Brand B,Cotton,Pink,114.44,New York,
P00575,Shoes,Product 575,Female,women clothing,Winter,Never Worn,True,False,B2,Brand A,Wool,Black,1501.7,London,UK
P00576,Shoes,Product 576,Female,women clothing,Autumn,Very Good,True,True,B1,Brand D,Cotton,Yellow,956.62,Tokyo,Japan
P00577,Clothing,Product 577,Female,women accessories,Winter,Very Good,False,False,B2,Brand A,Leather,Pink,1919.41,Berlin,Germany
P00578,Clothing,Product 578,Female,women clothing,Winter,Very Good,True,False,B4,Brand A,Leather,Yellow,1393.79,New York,USA
P00579,Shoes,Product 579,Unisex,men accessories,Winter,Never Worn with Tag,True,False,B5,Brand C,Denim,White,761.71,London,UK
P00580,Clothing,Product 580,Unisex,men accessories,Winter,Never Worn with Tag,False,False,B4,Brand D,Leather,Yellow,463.76,Tokyo,Japan
P00581,Clothing,Product 581,Unisex,men accessories,Summer,Good,True,True,B2,Brand A,Silk,White,1886.52,Tokyo,Japan
P00582,Shoes,Product 582,Female,women shoes,Autumn,Never Worn with Tag,False,False,B3,Brand D,Leather,Pink,1611.62,Berlin,Germany
P00583,Accessories,Product 583,Male,men clothing,Autumn,Very Good,True,False,B3,Brand E,Denim,Red,974.53,Paris,France
P00584,Clothing,Product 584,Unisex,women clothing,Spring,Good,False,False,B5,Brand E,Wool,Yellow,1171.73,Paris,France
P00585,Clothing,Product 585,Unisex,men accessories,Summer,Very Good,True,True,B4,Brand A,Silk,White,955.49,London,
P00586,Shoes,Product 586,Female,men clothing,Spring,Good,True,True,B4,Brand D,Denim,Red,1639.76,Berlin,Germany
P00587,Accessories,Product 587,Male,men accessories,Spring,Never Worn with Tag,True,False,B5,Brand B,Polyester,Yellow,232.2,Paris,France
P00588,Clothing,Product 588,Male,women clothing,Spring,Good,False,False,B3,Brand A,Polyester,Green,1546.49,New York,USA
P00589,Accessories,Product 589,Male,women shoes,Summer,Very Good,True,True,B4,Brand B,Denim,Pink,1737.98,Milan,Italy
P00590,Shoes,Product 590,Female,women shoes,Autumn,Never Worn with Tag,True,False,B4,Brand E,Denim,Green,1377.28,New York,USA
P00591,Clothing,Product 591,Male,women accessories,Summer,Fair,False,False,B1,Brand C,Wool,White,140.99,Berlin,
P00592,Shoes,Product 592,Female,women accessories,Summer,Fair,False,False,B5,Brand B,Wool,White,338.37,Milan,Italy
P00593,Clothing,Product 593,Unisex,men accessories,Autumn,Good,True,False,B5,Brand B,Polyester,Yellow,1608.22,Paris,France
P00594,Accessories,Product 594,Male,,Winter,Good,True,True,B4,Brand D,Wool,White,379.97,Tokyo,Japan
P00595,Accessories,Product 595,Unisex,men shoes,Spring,Never Worn with Tag,False,False,B4,Brand E,Silk,Yellow,1485.92,Paris,France
P00596,Shoes,Product 596,Female,women shoes,Autumn,Good,True,False,B2,Brand C,Silk,Pink,1401.85,Berlin,Germany
P00597,Clothing,Product 597,Male,men accessories,Summer,Very Good,False,False,B1,Brand C,Silk,Yellow,592.32,Milan,Italy
P00598,Shoes,Product 598,Female,women accessories,Winter,Very Good,True,True,B2,Brand D,Denim,Black,1061.64,London,UK
P00599,Shoes,Product 599,Unisex,men clothing,Autumn,Never Worn with Tag,False,True,B2,Brand E,Wool,Yellow,400.43,Paris,France
P00600,Clothing,Product 600,Unisex,women shoes,Winter,Never Worn with Tag,True,False,B2,Brand A,Silk,Blue,981.98,New York,USA
P00601,Accessories,Product 601,Male,,Spring,Never Worn with Tag,True,False,B2,Brand D,Silk,White,100.28,Tokyo,Japan
P00602,Accessories,Product 602,Female,men clothing,Summer,Good,False,False,B4,Brand D,Wool,Yellow,430.14,New York,USA
P00603,Clothing,Product 603,Unisex,women shoes,Spring,Fair,False,False,B5,Brand B,Leather,Red,1459.43,London,UK
P00604,Shoes,Product 604,Male,men clothing,Winter,Fair,True,False,B1,Brand B,Denim,Red,1177.09,New York,USA
P00605,Clothing,Product 605,Unisex,men accessories,Spring,Good,False,False,B4,Brand B,Wool,Yellow,757.23,Tokyo,Japan
P00606,Clothing,Product 606,Unisex,women accessories,Spring,Never Worn,False,False,B1,Brand B,Polyester,Green,1888.15,Milan,Italy
P00607,Accessories,Product 607,Male,,Winter,Never Worn,True,True,B5,Brand E,Denim,Red,1093.75,New York,USA
P00608,Clothing,Product 608,Male,women shoes,Spring,Never Worn with Tag,False,False,B1,Brand C,Polyester,Red,244.46,Milan,Italy
P00609,Accessories,Product 609,Female,women accessories,Summer,Never Worn with Tag,False,True,B5,Brand E,Leather,Blue,853.27,Paris,France
P00610,Shoes,Product 610,Male,women shoes,Summer,Fair,False,False,B3,Brand E,Cotton,,92.38,New York,USA
P00611,Accessories,Product 611,Male,women clothing,Winter,Never Worn,True,True,B2,Brand A,Wool,Yellow,305.1,New York,USA
P00612,Shoes,Product 612,Male,women clothing,Winter,Never Worn,False,False,B1,Brand B,Polyester,White,775.71,Berlin,Germany
P00613,Clothing,Product 613,Female,men clothing,Autumn,Good,True,True,B4,Brand B,Cotton,Blue,363.91,New York,USA
P00614,Shoes,Product 614,Unisex,,Winter,Never Worn,True,False,B4,Brand D,Silk,Blue,234.01,Berlin,Germany
P00615,Clothing,Product 615,Female,men shoes,Summer,Very Good,True,True,B5,Brand C,Silk,Pink,407.81,London,UK
P00616,Accessories,Product 616,Unisex,women shoes,Winter,Very Good,True,True,B1,Brand B,Polyester,Blue,865.28,London,UK
P00617,Clothing,Product 617,Male,women accessories,Winter,Very Good,False,False,B2,Brand B,Silk,White,1534.98,London,UK
P00618,Clothing,Product 618,Male,women shoes,Autumn,Never Worn,False,False,B2,Brand B,Cotton,White,697.96,London,UK
P00619,Accessories,Product 619,Male,men clothing,Summer,Never Worn with Tag,False,True,B5,Brand B,Silk,Pink,935.8,Tokyo,Japan
P00620,Accessories,Product 620,Female,men accessories,Spring,Very Good,True,True,B5,Brand B,Polyester,Pink,1553.53,Paris,France
P00621,Shoes,Product 621,Unisex,men clothing,Autumn,Never Worn with Tag,True,True,B4,Brand C,Denim,Yellow,961.4,Berlin,Germany
P00622,Clothing,Product 622,Unisex,men shoes,Winter,Never Worn,True,False,B4,Brand A,Polyester,Blue,1401.48,Paris,France
P00623,Shoes,Product 623,Female,men accessories,Summer,Never Worn,True,False,B1,Brand D,Silk,Blue,1080.45,Berlin,Germany
P00624,Shoes,Product 624,Unisex,men accessories,Summer,Good,False,True,B2,Brand D,Silk,Blue,1703.99,Milan,Italy
P00625,Accessories,Product 625,Unisex,women shoes,Spring,Good,False,True,B3,Brand C,Leather,Green,1024.88,London,UK
P00626,Clothing,Product 626,Female,men clothing,Winter,Very Good,False,False,B2,Brand A,Wool,Black,1270.68,Paris,France
P00627,Clothing,Product 627,Unisex,women shoes,Winter,Fair,True,True,B5,Brand B,Cotton,Red,577.55,New York,
P00628,Shoes,Product 628,Male,women clothing,Summer,Good,False,True,B5,Brand E,Cotton,Pink,1399.65,Berlin,Germany
P00629,Shoes,Product 629,Male,women shoes,Winter,Never Worn,False,True,B1,Brand C,Silk,Yellow,1673.37,London,UK
P00630,Shoes,Product 630,Male,men clothing,Autumn,Very Good,False,False,B1,Brand B,Denim,Pink,291.67,New York,USA
P00631,Shoes,Product 631,Unisex,men shoes,Summer,Very Good,False,False,B5,Brand B,Leather,Green,660.93,Milan,Italy
P00632,Shoes,Product 632,Unisex,women clothing,Winter,Very Good,True,False,B2,Brand C,Wool,Green,663.87,Berlin,Germany
P00633,Clothing,Product 633,Male,,Autumn,Good,False,False,B5,Brand A,Polyester,Pink,487.02,London,UK
P00634,Accessories,Product 634,Female,women clothing,Summer,Never Worn,True,False,B1,Brand D,Polyester,White,1698.58,Berlin,Germany
P00635,Clothing,Product 635,Unisex,men accessories,Winter,Very Good,True,True,B1,Brand D,Polyester,Green,1461.99,London,UK
P00636,Clothing,Product 636,Unisex,women shoes,Spring,Very Good,True,True,B2,Brand E,Denim,Yellow,96.07,London,UK
P00637,Clothing,Product 637,Female,women clothing,Spring,Fair,False,True,B4,Brand E,Leather,White,1378.27,Paris,France
P00638,Accessories,Product 638,Unisex,women clothing,Winter,Fair,False,True,B3,Brand A,Cotton,,332.89,New York,USA
P00639,Shoes,Product 639,Female,women clothing,Summer,Never Worn,True,True,B2,Brand A,Leather,Black,134.51,Tokyo,Japan
P00640,Clothing,Product 640,Unisex,men accessories,Autumn,Very Good,True,False,B5,Brand D,Cotton,Black,678.31,Berlin,Germany
P00641,Shoes,Product 641,Male,women accessories,Spring,Very Good,False,True,B5,Brand C,Wool,Pink,419.51,London,UK
P00642,Clothing,Product 642,Female,men accessories,Spring,Fair,False,False,B3,Brand D,Leather,Blue,810.22,Berlin,Germany
P00643,Accessories,Product 643,Unisex,men clothing,Spring,Very Good,True,True,B2,Brand B,Silk,Green,601.79,Tokyo,Japan
P00644,Accessories,Product 644,Male,men accessories,Spring,Good,True,False,B1,Brand A,Leather,Green,1527.02,New York,USA
P00645,Shoes,Product 645,Female,men accessories,Autumn,Good,True,True,B2,Brand D,Silk,Blue,1336.54,Berlin,Germany
P00646,Accessories,Product 646,Unisex,men accessories,Spring,Never Worn,False,False,B5,Brand E,Cotton,Yellow,788.23,Paris,France
P00647,Accessories,Product 647,Unisex,women accessories,Summer,Never Worn with Tag,True,False,B2,Brand D,Denim,Green,959.47,Paris,France
P00648,Accessories,Product 648,Unisex,,Summer,Never Worn,False,True,B5,Brand C,Denim,Black,338.56,Berlin,Germany
P00649,Accessories,Product 649,Female,men shoes,Spring,Fair,True,False,B2,Brand C,Cotton,,750.1,New York,USA
P00650,Shoes,Product 650,Female,,Summer,Good,True,True,B3,Brand C,Polyester,White,772.67,Berlin,Germany
P00651,Accessories,Product 651,Unisex,women clothing,Autumn,Very Good,True,True,B3,Brand C,Denim,Yellow,768.02,New York,USA
P00652,Shoes,Product 652,Female,women accessories,Autumn,Very Good,False,True,B1,Brand C,Wool,White,74.48,Paris,France
P00653,Clothing,Product 653,Male,men accessories,Autumn,Never Worn with Tag,False,False,B1,Brand A,Wool,Pink,1307.47,Tokyo,Japan
P00654,Shoes,Product 654,Unisex,men shoes,Autumn,Never Worn with Tag,False,False,B5,Brand C,Cotton,Blue,1357.44,New York,USA
P00655,Clothing,Product 655,Female,men clothing,Winter,Never Worn with Tag,False,True,B3,Brand C,Leather,Green,813.1,Milan,Italy
P00656,Shoes,Product 656,Female,men clothing,Winter,Never Worn,True,False,B2,Brand B,Silk,Green,784.39,Tokyo,Japan
P00657,Clothing,Product 657,Female,women shoes,Summer,Good,False,False,B1,Brand B,Denim,Black,1742.82,London,UK
P00658,Accessories,Product 658,Male,women accessories,Spring,Good,False,True,B2,Brand E,Wool,Yellow,1244.75,New York,USA
P00659,Shoes,Product 659,Female,men shoes,Autumn,Never Worn,True,True,B2,Brand A,Leather,Red,1074.92,London,UK
P00660,Shoes,Product 660,Male,women clothing,Winter,Never Worn with Tag,True,True,B3,Brand D,Silk,Blue,903.53,London,UK
P00661,Clothing,Product 661,Unisex,women clothing,Summer,Never Worn with Tag,True,True,B4,Brand C,Cotton,Pink,361.67,New York,USA
P00662,Shoes,Product 662,Unisex,men accessories,Autumn,Never Worn with Tag,False,False,B3,Brand C,Polyester,Black,1147.35,London,UK
P00663,Shoes,Product 663,Male,women shoes,Spring,Very Good,True,False,B2,Brand D,Cotton,Blue,875.83,Berlin,Germany
P00664,Clothing,Product 664,Male,women shoes,Winter,Never Worn with Tag,True,True,B5,Brand A,Silk,Yellow,208.19,Paris,France
P00665,Accessories,Product 665,Unisex,men shoes,Spring,Never Worn with Tag,False,False,B4,Brand C,Cotton,Green,728.06,New York,USA
P00666,Shoes,Product 666,Female,women accessories,Winter,Never Worn,True,False,B1,Brand E,Denim,Blue,343.0,New York,USA
P00667,Clothing,Product 667,Male,women accessories,Spring,Never Worn,True,False,B1,Brand A,Leather,Red,1145.71,Paris,France
P00668,Shoes,Product 668,Unisex,men clothing,Winter,Never Worn with Tag,False,False,B2,Brand B,Polyester,Black,1189.16,Paris,France
P00669,Accessories,Product 669,Female,women shoes,Spring,Good,True,False,B3,Brand E,Leather,White,1814.44,Milan,Italy
P00670,Accessories,Product 670,Female,men shoes,Spring,Never Worn with Tag,True,False,B3,Brand B,Wool,White,1303.1,New York,USA
P00671,Shoes,Product 671,Male,men shoes,Summer,Never Worn,False,True,B5,Brand A,Wool,Green,59.71,London,UK
P00672,Clothing,Product 672,Male,women accessories,Winter,Very Good,False,True,B3,Brand C,Cotton,White,752.87,Paris,France
P00673,Shoes,Product 673,Unisex,men accessories,Spring,Fair,False,True,B4,Brand D,Silk,Red,222.0,New York,USA
P00674,Clothing,Product 674,Unisex,women clothing,Winter,Very Good,False,True,B1,Brand A,Cotton,Green,1384.11,London,UK
P00675,Accessories,Product 675,Male,women accessories,Autumn,Good,True,False,B1,Brand E,Wool,,1240.39,Tokyo,Japan
P00676,Accessories,Product 676,Female,men shoes,Spring,Never Worn with Tag,True,True,B4,Brand C,Cotton,Red,1030.68,Berlin,Germany
P00677,Clothing,Product 677,Female,men clothing,Winter,Never Worn with Tag,True,True,B3,Brand C,Cotton,White,1771.21,Paris,France
P00678,Accessories,Product 678,Unisex,,Spring,Very Good,True,True,B1,Brand C,Wool,,251.25,Paris,France
P00679,Shoes,Product 679,Female,men accessories,Autumn,Good,True,True,B1,Brand B,Denim,Green,238.57,London,UK
P00680,Accessories,Product 680,Female,women clothing,Summer,Never Worn with Tag,False,False,B5,Brand D,Cotton,Pink,1560.38,Milan,Italy
P00681,Shoes,Product 681,Female,men accessories,Spring,Good,False,False,B2,Brand E,Denim,Red,273.94,Berlin,Germany
P00682,Clothing,Product 682,Female,men clothing,Spring,Never Worn with Tag,True,True,B5,Brand D,Leather,White,1628.96,Tokyo,Japan
P00683,Clothing,Product 683,Female,men clothing,Spring,Fair,False,False,B3,Brand B,Denim,Black,1896.36,Tokyo,Japan
P00684,Accessories,Product 684,Unisex,women accessories,Summer,Fair,False,True,B3,Brand A,Silk,Yellow,225.0,New York,USA
P00685,Accessories,Product 685,Female,men shoes,Winter,Never Worn,False,False,B3,Brand C,Polyester,Pink,684.38,Paris,
P00686,Shoes,Product 686,Female,men shoes,Winter,Never Worn,True,True,B3,Brand B,Cotton,Red,1567.96,Berlin,Germany
P00687,Clothing,Product 687,Female,women clothing,Summer,Fair,True,True,B3,Brand E,Denim,Red,1404.66,New York,USA
P00688,Clothing,Product 688,Male,women accessories,Autumn,Fair,False,True,B4,Brand C,Polyester,Black,1356.33,Paris,France
P00689,Clothing,Product 689,Unisex,men shoes,Summer,Never Worn,False,False,B5,Brand D,Denim,White,1013.01,London,UK
P00690,Clothing,Product 690,Male,women clothing,Autumn,Never Worn with Tag,True,False,B1,Brand B,Denim,White,597.1,London,UK
P00691,Accessories,Product 691,Female,women accessories,Autumn,Fair,False,True,B1,Brand D,Silk,White,709.32,London,UK
P00692,Clothing,Product 692,Female,,Winter,Never Worn,False,False,B5,Brand D,Leather,Yellow,493.8,Tokyo,Japan
P00693,Accessories,Product 693,Unisex,women clothing,Spring,Fair,False,False,B3,Brand C,Leather,White,312.33,Berlin,Germany
P00694,Accessories,Product 694,Unisex,men shoes,Winter,Fair,False,True,B2,Brand E,Wool,Red,1869.38,Paris,France
P00695,Accessories,Product 695,Male,men accessories,Spring,Very Good,False,True,B3,Brand C,Denim,White,148.11,Milan,Italy
P00696,Accessories,Product 696,Male,,Summer,Never Worn with Tag,False,False,B1,Brand D,Polyester,Green,1483.96,London,UK
P00697,Shoes,Product 697,Female,men accessories,Spring,Good,False,False,B1,Brand A,Leather,White,1154.94,Tokyo,Japan
P00698,Shoes,Product 698,Female,women clothing,Winter,Never Worn,True,False,B4,Brand C,Leather,Blue,1143.91,Paris,France
P00699,Shoes,Product 699,Male,men accessories,Spring,Very Good,True,False,B2,Brand B,Cotton,Blue,195.79,Paris,France
P00700,Shoes,Product 700,Unisex,women clothing,Autumn,Never Worn,False,False,B1,Brand C,Leather,Pink,1637.04,Tokyo,Japan
P00701,Accessories,Product 701,Male,men clothing,Winter,Fair,True,False,B4,Brand A,Cotton,Red,1256.29,Tokyo,Japan
P00702,Accessories,Product 702,Female,women accessories,Autumn,Very Good,True,True,B2,Brand C,Denim,White,1257.89,London,UK
P00703,Shoes,Product 703,Male,men accessories,Summer,Good,False,True,B5,Brand B,Wool,Blue,277.96,Tokyo,Japan
P00704,Clothing,Product 704,Male,women accessories,Summer,Never Worn,False,True,B3,Brand E,Denim,Green,754.13,London,UK
P00705,Clothing,Product 705,Unisex,men accessories,Spring,Good,False,True,B1,Brand D,Polyester,White,1973.81,Tokyo,Japan
P00706,Accessories,Product 706,Male,men shoes,Summer,Fair,True,True,B1,Brand B,Denim,Yellow,311.08,Paris,France
P00707,Clothing,Product 707,Male,women accessories,Autumn,Good,False,False,B5,Brand C,Denim,Pink,1191.44,New York,USA
P00708,Clothing,Product 708,Female,women shoes,Spring,Good,False,True,B1,Brand E,Polyester,Red,936.07,Milan,Italy
P00709,Clothing,Product 709,Unisex,men clothing,Autumn,Never Worn,True,True,B3,Brand C,Polyester,White,752.52,Tokyo,Japan
P00710,Accessories,Product 710,Unisex,women shoes,Winter,Very Good,False,False,B2,Brand A,Leather,Green,1933.79,New York,USA
P00711,Accessories,Product 711,Female,men accessories,Autumn,Never Worn,True,True,B3,Brand D,Cotton,Black,513.04,Paris,
P00712,Clothing,Product 712,Unisex,men accessories,Winter,Good,True,True,B1,Brand C,Cotton,Green,1178.81,Berlin,Germany
P00713,Shoes,Product 713,Male,women shoes,Summer,Very Good,False,False,B2,Brand B,Silk,Red,978.24,Milan,Italy
P00714,Shoes,Product 714,Unisex,men clothing,Spring,Never Worn,True,True,B3,Brand D,Polyester,Black,1090.89,New York,USA
P00715,Shoes,Product 715,Unisex,men shoes,Autumn,Very Good,True,True,B4,Brand E,Polyester,Blue,1984.52,Berlin,Germany
P00716,Clothing,Product 716,Female,men clothing,Spring,Very Good,False,False,B1,Brand D,Cotton,Yellow,1361.49,London,UK
P00717,Clothing,Product 717,Male,men shoes,Spring,Never Worn,False,False,B2,Brand D,Cotton,Blue,244.08,London,UK
P00718,Clothing,Product 718,Female,,Summer,Very Good,False,False,B2,Brand D,Polyester,Blue,52.5,Berlin,Germany
P00719,Accessories,Product 719,Male,men accessories,Winter,Fair,False,True,B1,Brand E,Wool,Green,1724.36,London,UK
P00720,Shoes,Product 720,Male,women shoes,Autumn,Fair,True,False,B2,Brand C,Leather,Black,393.85,Tokyo,Japan
P00721,Accessories,Product 721,Unisex,men accessories,Autumn,Never Worn,True,False,B4,Brand D,Leather,White,238.6,New York,USA
P00722,Accessories,Product 722,Unisex,men shoes,Winter,Never Worn,False,True,B2,Brand D,Silk,Green,388.82,Milan,Italy
P00723,Clothing,Product 723,Male,women shoes,Autumn,Very Good,False,True,B5,Brand B,Silk,Black,176.3,Paris,France
P00724,Shoes,Product 724,Unisex,men accessories,Autumn,Good,True,True,B2,Brand E,Denim,Yellow,510.62,Berlin,Germany
P00725,Shoes,Product 725,Unisex,men shoes,Winter,Very Good,True,False,B4,Brand A,Polyester,Pink,292.47,Milan,Italy
P00726,Accessories,Product 726,Unisex,women accessories,Autumn,Fair,True,True,B1,Brand E,Leather,Pink,1258.78,New York,USA
P00727,Shoes,Product 727,Unisex,women shoes,Winter,Very Good,False,True,B3,Brand E,Silk,Red,169.56,Berlin,Germany
P00728,Clothing,Product 728,Female,men clothing,Autumn,Never Worn with Tag,True,True,B2,Brand A,Silk,Green,1826.64,Tokyo,Japan
P00729,Accessories,Product 729,Unisex,women clothing,Autumn,Never Worn,True,False,B4,Brand D,Cotton,White,674.38,Paris,France
P00730,Shoes,Product 730,Female,men accessories,Winter,Very Good,True,True,B1,Brand A,Leather,Red,1229.38,New York,USA
P00731,Clothing,Product 731,Male,,Winter,Never Worn,True,True,B2,Brand B,Leather,White,1815.69,London,UK
P00732,Clothing,Product 732,Female,women shoes,Winter,Very Good,True,True,B3,Brand A,Leather,Red,698.78,Paris,France
P00733,Shoes,Product 733,Female,men clothing,Autumn,Never Worn,False,False,B1,Brand B,Silk,Red,902.94,Tokyo,Japan
P00734,Shoes,Product 734,Male,women shoes,Autumn,Never Worn,False,False,B4,Brand E,Denim,,1985.96,Paris,
P00735,Clothing,Product 735,Female,women shoes,Autumn,Fair,False,False,B1,Brand A,Silk,Pink,1786.65,Berlin,Germany
P00736,Clothing,Product 736,Female,women accessories,Summer,Good,False,False,B4,Brand A,Silk,Yellow,1785.34,London,UK
P00737,Shoes,Product 737,Male,women accessories,Autumn,Fair,True,False,B4,Brand C,Silk,Black,586.72,Tokyo,Japan
P00738,Accessories,Product 738,Female,men clothing,Autumn,Fair,True,False,B3,Brand A,Wool,Green,353.03,New York,USA
P00739,Accessories,Product 739,Male,women accessories,Summer,Never Worn,True,False,B5,Brand E,Wool,Green,1731.72,Milan,
P00740,Shoes,Product 740,Unisex,women accessories,Spring,Never Worn,False,False,B2,Brand C,Silk,Green,329.49,London,UK
P00741,Clothing,Product 741,Male,,Winter,Fair,True,False,B2,Brand C,Cotton,Red,1080.56,Paris,France
P00742,Shoes,Product 742,Unisex,men clothing,Summer,Very Good,True,False,B4,Brand D,Leather,Blue,359.21,Paris,France
P00743,Shoes,Product 743,Male,women clothing,Summer,Good,False,False,B1,Brand A,Wool,Black,1662.38,New York,USA
P00744,Accessories,Product 744,Male,men accessories,Winter,Very Good,True,False,B3,Brand C,Denim,Red,625.13,London,UK
P00745,Clothing,Product 745,Male,women shoes,Spring,Fair,False,True,B2,Brand D,Denim,Blue,1612.44,New York,USA
P00746,Shoes,Product 746,Female,women accessories,Winter,Good,True,False,B1,Brand D,Cotton,Blue,1613.15,Tokyo,Japan
P00747,Shoes,Product 747,Unisex,women shoes,Summer,Never Worn,True,False,B4,Brand B,Polyester,Green,1011.94,Berlin,Germany
P00748,Shoes,Product 748,Female,women accessories,Summer,Never Worn,True,True,B3,Brand D,Silk,Black,598.04,Tokyo,Japan
P00749,Accessories,Product 749,Unisex,men accessories,Spring,Never Worn with Tag,False,False,B4,Brand B,Leather,White,1044.81,New York,USA
P00750,Shoes,Product 750,Unisex,men accessories,Summer,Good,True,True,B5,Brand D,Polyester,Blue,907.2,Tokyo,Japan
P00751,Shoes,Product 751,Unisex,men shoes,Summer,Fair,False,True,B2,Brand B,Denim,Black,1461.67,Berlin,Germany
P00752,Clothing,Product 752,Unisex,men accessories,Autumn,Fair,False,False,B2,Brand D,Silk,Pink,1913.64,Paris,France
